Cum GPA,TEAS Count,MaxOfTestScore,failing grade count,Time to Test (days),Completion Time (days),PrecEducDesc,Grade,GradePass,HighSchool,Assoc,Bach,Masters
2.97,1.0,68.0,0,48.0,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.6,1.0,79.3,0,68.52,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,1.0,74.7,0,106.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.66,1.0,75.3,0,45.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,76.7,0,165.58,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,69.3,0,54.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.17,1.0,74.7,0,115.0,592.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.29,1.0,72.0,0,87.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,74.7,0,45.34,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.5,2.0,85.3,0,27.51,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,2.0,76.0,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,69.3,0,71.65,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.55,1.0,85.3,0,90.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,78.7,0,59.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,80.7,0,41.45,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.62,2.0,70.7,0,104.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,74.7,0,341.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.62,1.0,82.7,0,96.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.38,1.0,84.0,0,46.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,66.0,0,124.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,70.7,2,73.0,712.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,88.0,0,53.34,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.83,1.0,90.0,0,103.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,80.7,0,69.46,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,2.0,70.0,0,45.33,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,2.0,68.0,0,59.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,86.0,0,67.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,77.3,0,109.0,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,1.0,68.0,1,67.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,3.0,70.0,0,68.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.59,1.0,70.0,0,53.33,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,76.7,0,110.56,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,3.0,70.0,0,99.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,72.0,0,80.32,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.09,1.0,77.3,0,62.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,86.7,0,39.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.59,1.0,80.0,0,55.34,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.35,1.0,73.3,0,48.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,1.0,72.7,0,45.06,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.05,2.0,72.0,0,82.35,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,76.0,0,683.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.4,1.0,70.0,0,54.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.57,1.0,80.0,0,59.52,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,83.3,0,61.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,87.3,0,66.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.66,1.0,68.0,1,210.0,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,1.0,73.3,0,56.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.88,1.0,90.0,0,87.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.6,1.0,86.7,0,61.38,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.7,1.0,74.0,0,60.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.86,1.0,69.3,0,81.57,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.78,3.0,74.7,1,88.0,593.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.18,1.0,70.0,0,54.34,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,93.3,0,61.34,585.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.88,1.0,78.0,1,59.33,355.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.74,1.0,74.7,0,67.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.62,2.0,66.7,0,68.34,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.02,2.0,72.0,0,99.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,3.0,71.3,0,68.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.64,2.0,77.3,0,52.57,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.31,2.0,76.7,0,49.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,85.3,0,172.08,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.53,2.0,81.3,0,74.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,1.0,79.3,0,67.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
4.0,1.0,92.0,0,74.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,75.3,0,61.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.81,2.0,77.3,0,62.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.14,1.0,84.0,0,98.32,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,78.0,0,32.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,2.0,71.3,0,80.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,2.0,78.7,0,53.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,79.3,0,42.32,585.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.74,1.0,87.3,0,21.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,71.3,0,81.45,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.66,2.0,73.3,1,66.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.53,1.0,74.7,0,62.06,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,72.7,0,59.53,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.78,1.0,87.3,0,64.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.59,1.0,78.7,0,40.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,1.0,74.7,0,61.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.15,1.0,90.7,1,39.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,1.0,78.0,0,68.07,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
4.0,1.0,86.7,0,45.04,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,1.0,68.0,0,80.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.4,1.0,83.3,0,61.34,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.83,1.0,70.0,0,94.33,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,1.0,71.3,0,45.06,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,74.7,0,55.05,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.74,1.0,69.3,0,39.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.53,1.0,68.7,1,86.0,837.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.78,1.0,79.3,0,90.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,3.0,84.7,0,138.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.09,1.0,80.7,0,269.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,67.3,0,68.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.81,1.0,76.7,0,82.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,79.3,0,61.34,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.69,1.0,74.0,0,68.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.78,1.0,74.7,0,202.0,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,86.7,0,83.08,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.74,1.0,86.7,0,32.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.08,1.0,75.3,0,61.34,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.78,1.0,68.7,0,67.45,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.94,1.0,68.7,0,83.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.36,1.0,72.7,0,68.0,466.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.19,1.0,68.0,0,53.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,1.0,60.7,0,52.46,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,75.3,0,63.33,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.12,1.0,78.0,0,67.32,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,82.0,0,52.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,77.3,0,97.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,2.0,69.3,0,87.34,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,1.0,84.7,0,66.0,467.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.86,1.0,82.7,0,69.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.86,1.0,87.3,0,59.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,74.7,0,65.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.12,1.0,84.0,0,53.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,2.0,69.3,0,118.0,472.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
3.09,1.0,68.0,0,84.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,80.7,0,61.09,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,73.3,0,42.47,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.74,1.0,78.0,0,103.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.8,1.0,90.7,0,50.35,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,4.0,64.0,0,88.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.85,1.0,74.7,0,73.31,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.78,1.0,75.3,0,50.05,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.66,1.0,77.3,0,39.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.42,1.0,72.0,0,54.32,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,3.0,68.0,0,98.35,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.86,1.0,71.3,0,68.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,1.0,76.7,0,105.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,70.0,0,48.33,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.1,1.0,86.0,0,57.32,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,72.0,0,52.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.34,1.0,83.3,0,61.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,80.0,0,52.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,1.0,72.0,0,52.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.97,1.0,82.0,0,59.37,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,68.0,0,54.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.69,2.0,73.3,0,51.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,2.0,68.0,0,81.06,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.14,1.0,70.0,0,56.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.65,3.0,70.7,0,179.33,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.78,1.0,70.0,0,70.33,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.86,1.0,78.0,0,38.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,1.0,68.7,0,353.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.5,1.0,72.7,2,122.0,838.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
3.69,1.0,90.7,0,55.08,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.41,3.0,67.3,0,345.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,1.0,76.7,0,67.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.72,2.0,68.0,0,81.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,78.8,0,80.48,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,85.3,0,77.09,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.92,1.0,84.7,0,47.09,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,1.0,72.7,0,67.34,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.03,1.0,79.3,0,95.06,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.44,1.0,71.3,0,72.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,82.7,0,40.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,1.0,68.0,0,42.49,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.83,3.0,90.0,1,171.49,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.28,2.0,76.0,0,53.09,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,2.0,82.0,0,95.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,1.0,86.0,1,80.0,593.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.62,1.0,69.3,0,199.6,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.55,6.0,68.0,0,115.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.68,1.0,89.3,0,61.36,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.62,2.0,67.3,0,87.34,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.52,2.0,66.7,1,430.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.64,1.0,86.0,0,53.34,472.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.19,1.0,90.7,0,68.46,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,70.0,0,47.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,91.3,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.98,1.0,78.0,0,68.07,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,82.0,0,67.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,1.0,82.7,0,67.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,1.0,75.3,0,46.08,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.52,2.0,71.3,1,124.0,711.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,76.7,0,124.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,1.0,74.0,0,53.53,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,1.0,72.7,0,81.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,1.0,75.3,0,213.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.0,2.0,64.7,0,104.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.5,2.0,79.3,2,66.0,837.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.91,1.0,82.0,0,39.33,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.48,2.0,66.0,0,128.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.97,2.0,68.7,0,208.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.69,1.0,86.0,0,53.06,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.59,3.0,70.0,3,80.0,964.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.78,1.0,74.0,0,60.33,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.74,1.0,77.3,0,83.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,1.0,82.0,1,62.0,712.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.24,2.0,72.7,0,108.33,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.83,1.0,75.3,0,68.08,472.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
4.0,1.0,84.7,0,68.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,1.0,78.7,0,213.0,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.97,1.0,68.7,1,107.33,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.31,1.0,78.0,0,67.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.86,1.0,81.3,0,25.33,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,90.0,0,59.34,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.6,1.0,76.7,0,53.52,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,70.0,0,60.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
