Cum GPA,TEAS Count,MaxOfTestScore,failing grade count,Time to Test (days),Completion Time (days),PrecEducDesc,Grade,GradePass,HighSchool,Assoc,Bach,Masters
3.19,1.0,68.0,0,49.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.43,1.0,76.7,0,82.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.55,1.0,77.3,0,111.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.69,2.0,68.0,0,59.53,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.72,5.0,74.7,0,96.66,600.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
2.79,1.0,79.3,1,158.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.25,2.0,74.0,0,202.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,1.0,84.0,0,67.57,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,3.0,80.0,0,110.0,600.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
2.78,3.0,66.7,0,88.33,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.22,1.0,71.3,0,38.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.53,1.0,79.3,0,45.08,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,72.7,0,68.57,591.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.73,1.0,68.7,0,70.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.5,1.0,84.7,0,54.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.53,3.0,66.0,0,100.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.43,1.0,82.0,0,53.33,472.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
4.0,4.0,84.7,0,219.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,78.7,0,47.07,472.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
2.83,2.0,71.3,0,143.49,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.75,1.0,78.0,0,52.32,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,1.0,74.0,0,92.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.69,1.0,78.7,0,97.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,2.0,75.3,0,174.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,1.0,74.0,0,79.0,586.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.69,1.0,82.0,0,41.0,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.74,1.0,66.0,1,59.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.59,3.0,76.7,0,53.33,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.59,1.0,71.3,0,60.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.93,2.0,68.7,0,101.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.29,1.0,82.0,0,38.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.71,4.0,68.0,1,128.0,711.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.59,2.0,66.7,0,42.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.71,1.0,68.0,1,82.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.25,1.0,77.3,0,89.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,78.0,0,68.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,92.7,0,171.0,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.83,2.0,86.7,0,67.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,2.0,80.0,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.08,1.0,76.0,0,125.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,2.0,72.0,0,60.33,591.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.03,1.0,78.0,0,75.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.87,1.0,73.3,1,74.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.66,1.0,69.3,0,59.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,82.7,0,54.09,472.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.74,1.0,91.3,0,35.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,1.0,80.0,0,111.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,90.7,0,73.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.47,3.0,72.7,0,94.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.88,1.0,73.3,0,69.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.9,3.0,77.3,1,173.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.67,1.0,75.3,0,140.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,74.7,0,112.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,1.0,78.0,0,144.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.6,6.0,68.7,0,152.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,3.0,74.0,0,94.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.76,3.0,68.7,0,94.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.67,1.0,78.7,1,146.52,712.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.81,1.0,64.7,0,67.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.57,1.0,82.0,0,52.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,1.0,73.3,0,88.0,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.38,4.0,83.3,0,362.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.36,1.0,68.7,0,63.5,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.47,1.0,84.0,0,144.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.24,1.0,72.7,0,130.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.6,1.0,88.0,0,72.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,78.7,0,65.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,95.3,0,92.0,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.75,1.0,73.3,0,75.0,481.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.38,1.0,77.3,0,133.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
4.0,1.0,90.7,0,52.0,466.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.55,1.0,84.0,0,59.54,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,1.0,84.7,0,65.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,82.7,0,136.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.45,1.0,75.3,0,66.46,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.14,2.0,80.7,0,81.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.17,2.0,70.0,0,73.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,74.7,0,40.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,75.3,0,117.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,80.7,0,91.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.41,1.0,80.7,0,84.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,1.0,73.3,0,67.0,593.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.33,1.0,79.3,1,79.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.0,3.0,69.3,0,87.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.12,1.0,82.0,0,99.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.47,2.0,69.3,0,177.32,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,74.7,0,75.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,90.7,0,47.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.5,1.0,69.3,0,90.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,68.0,0,67.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,84.0,0,70.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,70.0,0,185.0,586.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.78,1.0,87.3,0,59.0,712.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.38,1.0,72.7,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.9,1.0,41.3,1,131.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.92,1.0,75.3,0,101.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.66,1.0,73.3,0,93.0,586.0,High School/GED/Some College,PASS,0.0,1.0,0.0,0.0,0.0
2.93,2.0,64.7,1,150.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
4.0,1.0,79.3,0,49.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,1.0,68.7,0,130.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.66,2.0,76.7,0,125.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.5,1.0,71.3,1,122.06,586.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.34,1.0,78.0,0,42.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,68.7,0,67.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.78,1.0,72.0,0,28.58,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
4.0,1.0,84.0,0,60.33,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.84,2.0,86.7,0,100.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.94,2.0,70.7,0,98.35,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.98,3.0,69.3,0,59.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.36,1.0,84.0,0,68.08,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.08,1.0,85.3,0,68.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.72,1.0,77.3,0,51.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.66,1.0,70.7,0,94.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.17,1.0,72.7,0,46.35,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,3.0,64.0,0,104.36,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.67,1.0,72.0,0,75.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,5.0,70.0,0,100.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.79,1.0,71.3,0,97.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,80.7,0,49.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,76.0,0,54.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.28,1.0,78.7,1,109.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.55,1.0,76.7,0,95.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.98,1.0,71.3,0,86.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.72,5.0,66.0,0,136.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.62,1.0,78.7,0,97.0,466.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.55,1.0,71.3,0,122.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.03,1.0,68.0,0,60.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.42,2.0,69.3,0,40.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.72,1.0,73.3,1,157.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.78,1.0,76.7,0,55.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.6,1.0,79.3,0,45.0,467.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
2.69,1.0,68.0,0,74.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.24,3.0,68.7,0,123.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.74,1.0,88.7,0,60.0,466.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.14,1.0,67.3,0,38.32,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,77.3,0,75.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.16,1.0,79.3,0,198.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.36,1.0,79.3,0,65.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.97,1.0,76.0,0,172.64,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.03,1.0,66.0,0,137.0,474.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.53,1.0,90.7,0,73.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,1.0,71.3,1,68.51,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,2.0,70.0,0,81.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,2.0,68.0,0,140.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,2.0,62.7,0,48.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.63,1.0,80.0,0,34.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.72,1.0,80.0,1,115.35,600.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
3.86,1.0,85.3,0,80.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,1.0,81.3,0,56.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.09,2.0,66.0,0,173.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,2.0,70.7,0,163.0,593.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.76,1.0,87.3,0,47.0,467.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.31,1.0,81.3,0,82.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.98,1.0,74.0,0,230.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.74,2.0,80.7,0,152.0,593.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.33,2.0,68.0,0,41.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,76.7,0,38.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.5,1.0,73.3,0,88.0,481.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.0,1.0,83.3,0,59.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.81,2.0,71.3,0,80.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,78.0,0,73.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.55,1.0,68.0,0,47.53,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,88.7,0,53.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.67,1.0,77.3,0,51.04,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.71,1.0,83.3,0,84.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.6,1.0,69.3,0,210.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,74.0,0,54.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,86.0,0,81.0,593.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.34,3.0,71.3,0,81.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.72,2.0,65.3,0,67.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.07,1.0,70.0,0,52.33,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.41,2.0,67.3,0,93.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.66,1.0,77.3,0,68.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,75.3,0,52.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,71.3,0,90.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,3.0,88.7,0,122.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
4.0,1.0,93.3,0,25.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.76,1.0,68.7,0,80.0,593.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.83,3.0,80.0,0,56.75,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.31,2.0,72.0,0,73.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,3.0,66.0,0,81.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.43,1.0,83.3,0,39.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.64,4.0,68.0,0,130.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.76,2.0,72.0,0,171.0,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.55,1.0,70.7,0,152.64,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.6,1.0,76.7,0,61.04,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.05,2.0,70.0,0,63.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.15,1.0,74.7,0,47.34,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.21,1.0,76.7,0,110.32,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,84.0,0,60.0,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.66,4.0,76.0,0,101.53,481.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
2.31,3.0,69.3,2,111.0,712.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.57,1.0,85.3,0,61.56,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.7,1.0,81.3,1,26.0,600.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.48,3.0,65.3,0,61.0,593.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,3.0,65.3,0,151.0,593.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.15,1.0,68.7,0,81.0,467.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.1,1.0,82.7,0,67.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.07,1.0,74.0,0,82.0,586.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,2.0,72.0,0,45.0,460.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.15,1.0,89.3,0,115.0,460.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.84,2.0,81.3,0,81.0,467.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.76,1.0,69.3,0,80.32,586.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
